大專校院各校科系別概況										
105 學年度 SY2016-2017										
學校代碼	學校名稱	科系代碼	科系名稱	日間∕進修別	等級別	學生數	教師數	上學年度畢業生數	縣市名稱	體系別
0012	國立臺灣海洋大學	620601	食品科學系	D 日	D 博士	22	0	4	17 基隆市	1 一般
0012	國立臺灣海洋大學	620601	食品科學系	D 日	M 碩士	139	0	61	17 基隆市	1 一般
0012	國立臺灣海洋大學	620601	食品科學系	D 日	B 學士	459	24	105	17 基隆市	1 一般
0012	國立臺灣海洋大學	620601	食品科學系	N 職	M 碩士	58	1	16	17 基隆市	1 一般
0012	國立臺灣海洋大學	620601	食品科學系	P 進	B 學士	153	0	33	17 基隆市	1 一般
0012	國立臺灣海洋大學	621102	環境生物與漁業科學學系	D 日	D 博士	24	0	6	17 基隆市	1 一般
0012	國立臺灣海洋大學	621102	環境生物與漁業科學學系	D 日	M 碩士	28	0	20	17 基隆市	1 一般
0012	國立臺灣海洋大學	621102	環境生物與漁業科學學系	D 日	B 學士	231	13	54	17 基隆市	1 一般
0012	國立臺灣海洋大學	621102	環境生物與漁業科學學系	N 職	M 碩士	36	0	10	17 基隆市	1 一般
0012	國立臺灣海洋大學	621104	水產養殖學系	D 日	D 博士	23	0	4	17 基隆市	1 一般
0012	國立臺灣海洋大學	621104	水產養殖學系	D 日	M 碩士	102	0	51	17 基隆市	1 一般
0012	國立臺灣海洋大學	621104	水產養殖學系	D 日	B 學士	395	23	94	17 基隆市	1 一般
0012	國立臺灣海洋大學	840106	航運管理學系	D 日	D 博士	37	0	5	17 基隆市	1 一般
0012	國立臺灣海洋大學	840106	航運管理學系	D 日	M 碩士	84	0	35	17 基隆市	1 一般
0012	國立臺灣海洋大學	840106	航運管理學系	D 日	B 學士	487	21	116	17 基隆市	1 一般
0012	國立臺灣海洋大學	840106	航運管理學系	N 職	M 碩士	114	0	56	17 基隆市	1 一般
0012	國立臺灣海洋大學	840106	航運管理學系	P 進	B 學士	372	0	64	17 基隆市	1 一般
0012	國立臺灣海洋大學	840114	運輸科學系	D 日	M 碩士	37	0	19	17 基隆市	1 一般
0012	國立臺灣海洋大學	840114	運輸科學系	D 日	B 學士	390	17	115	17 基隆市	1 一般
0012	國立臺灣海洋大學	840302	商船學系	D 日	M 碩士	27	0	6	17 基隆市	1 一般
0012	國立臺灣海洋大學	840302	商船學系	D 日	B 學士	496	15	114	17 基隆市	1 一般
0012	國立臺灣海洋大學	840302	商船學系	N 職	M 碩士	61	0	15	17 基隆市	1 一般
0012	國立臺灣海洋大學	849989	運輸服務類第二專長學位學程	N 修	X 4+X	102	0	10	17 基隆市	1 一般
0012	國立臺灣海洋大學	999901	通識及共同科目	D 日		0	21	0	17 基隆市	1 一般
0012	國立臺灣海洋大學	999903	軍訓教官	D 日		0	3	0	17 基隆市	1 一般
0012	國立臺灣海洋大學	999999	其他(包括行政助教)	D 日		0	0	0	17 基隆市	1 一般
0013	國立中正大學	140101	教育學系	D 日	D 博士	51	0	1	10 嘉義縣	1 一般
0013	國立中正大學	140101	教育學系	D 日	M 碩士	52	8	9	10 嘉義縣	1 一般
0013	國立中正大學	140101	教育學系	N 職	M 碩士	64	0	29	10 嘉義縣	1 一般
0013	國立中正大學	320102	傳播學系	D 日	M 碩士	61	0	11	10 嘉義縣	1 一般
0013	國立中正大學	320102	傳播學系	D 日	B 學士	202	15	45	10 嘉義縣	1 一般
0013	國立中正大學	380101	法律學系	D 日	D 博士	53	0	5	10 嘉義縣	1 一般
0013	國立中正大學	380101	法律學系	D 日	M 碩士	180	0	37	10 嘉義縣	1 一般
0013	國立中正大學	380101	法律學系	D 日	B 學士	344	23	88	10 嘉義縣	1 一般
0013	國立中正大學	380101	法律學系	N 職	M 碩士	219	0	45	10 嘉義縣	1 一般
0013	國立中正大學	380201	財經法律學系	D 日	M 碩士	72	0	13	10 嘉義縣	1 一般
0013	國立中正大學	380201	財經法律學系	D 日	B 學士	210	9	53	10 嘉義縣	1 一般
0013	國立中正大學	380201	財經法律學系	N 職	M 碩士	63	0	14	10 嘉義縣	1 一般
0013	國立中正大學	420103	生命科學系	D 日	D 博士	21	0	6	10 嘉義縣	1 一般
0013	國立中正大學	420103	生命科學系	D 日	M 碩士	39	0	20	10 嘉義縣	1 一般
0013	國立中正大學	420103	生命科學系	D 日	B 學士	164	15	35	10 嘉義縣	1 一般
0013	國立中正大學	440103	化學暨生物化學系	D 日	D 博士	17	0	3	10 嘉義縣	1 一般
0013	國立中正大學	440103	化學暨生物化學系	D 日	M 碩士	114	0	50	10 嘉義縣	1 一般
0013	國立中正大學	440103	化學暨生物化學系	D 日	B 學士	186	18	47	10 嘉義縣	1 一般
0013	國立中正大學	440208	地球與環境科學系	D 日	D 博士	7	0	0	10 嘉義縣	1 一般
0013	國立中正大學	440208	地球與環境科學系	D 日	M 碩士	46	0	17	10 嘉義縣	1 一般
0013	國立中正大學	440208	地球與環境科學系	D 日	B 學士	180	17	36	10 嘉義縣	1 一般
0013	國立中正大學	440301	物理學系	D 日	D 博士	12	0	2	10 嘉義縣	1 一般
0013	國立中正大學	440301	物理學系	D 日	M 碩士	56	0	39	10 嘉義縣	1 一般
0013	國立中正大學	440301	物理學系	D 日	B 學士	206	19	48	10 嘉義縣	1 一般
0013	國立中正大學	460101	數學系	D 日	D 博士	2	0	0	10 嘉義縣	1 一般
0013	國立中正大學	460101	數學系	D 日	M 碩士	64	0	23	10 嘉義縣	1 一般
0013	國立中正大學	460101	數學系	D 日	B 學士	178	23	38	10 嘉義縣	1 一般
0013	國立中正大學	480109	資訊管理(技術)學系	D 日	D 博士	13	0	3	10 嘉義縣	1 一般
0013	國立中正大學	480109	資訊管理(技術)學系	D 日	M 碩士	107	0	36	10 嘉義縣	1 一般
0013	國立中正大學	480109	資訊管理(技術)學系	D 日	B 學士	160	13	42	10 嘉義縣	1 一般
0013	國立中正大學	480109	資訊管理(技術)學系	N 職	M 碩士	101	0	33	10 嘉義縣	1 一般
0013	國立中正大學	520101	電機(與控制)工程學系	D 日	D 博士	36	0	3	10 嘉義縣	1 一般
0013	國立中正大學	520101	電機(與控制)工程學系	D 日	M 碩士	284	0	97	10 嘉義縣	1 一般
0013	國立中正大學	520101	電機(與控制)工程學系	D 日	B 學士	326	26	66	10 嘉義縣	1 一般
0013	國立中正大學	520114	資訊工程學系	D 日	D 博士	22	0	6	10 嘉義縣	1 一般
0013	國立中正大學	520114	資訊工程學系	D 日	M 碩士	265	0	103	10 嘉義縣	1 一般
0013	國立中正大學	520114	資訊工程學系	D 日	B 學士	385	24	90	10 嘉義縣	1 一般
0013	國立中正大學	520114	資訊工程學系	N 職	M 碩士	72	0	6	10 嘉義縣	1 一般
0013	國立中正大學	520126	(光電與)通訊(工程)學系	D 日	D 博士	7	0	0	10 嘉義縣	1 一般
0013	國立中正大學	520126	(光電與)通訊(工程)學系	D 日	M 碩士	119	0	50	10 嘉義縣	1 一般
0013	國立中正大學	520126	(光電與)通訊(工程)學系	D 日	B 學士	183	14	46	10 嘉義縣	1 一般
0013	國立中正大學	520126	(光電與)通訊(工程)學系	N 職	M 碩士	9	0	3	10 嘉義縣	1 一般
0013	國立中正大學	520201	(動力)機械工程學系	D 日	D 博士	37	0	4	10 嘉義縣	1 一般
0013	國立中正大學	520201	(動力)機械工程學系	D 日	M 碩士	180	0	70	10 嘉義縣	1 一般
0013	國立中正大學	520201	(動力)機械工程學系	D 日	B 學士	393	23	88	10 嘉義縣	1 一般
0013	國立中正大學	520230	(光)機電整合(工程)研究所	D 日	M 碩士	54	6	21	10 嘉義縣	1 一般
0013	國立中正大學	520268	前瞻製造系統學位學程	D 日	M 碩士	5	0	0	10 嘉義縣	1 一般
0013	國立中正大學	520401	化學工程學系	D 日	D 博士	14	0	3	10 嘉義縣	1 一般
0013	國立中正大學	520401	化學工程學系	D 日	M 碩士	102	0	41	10 嘉義縣	1 一般
0013	國立中正大學	520401	化學工程學系	D 日	B 學士	197	12	54	10 嘉義縣	1 一般
0013	國立中正大學	760304	社會福利學系	D 日	D 博士	25	0	3	10 嘉義縣	1 一般
0013	國立中正大學	760304	社會福利學系	D 日	M 碩士	60	0	13	10 嘉義縣	1 一般
0013	國立中正大學	760304	社會福利學系	D 日	B 學士	200	14	53	10 嘉義縣	1 一般
0013	國立中正大學	810302	運動競技學系	D 日	M 碩士	37	0	9	10 嘉義縣	1 一般
0013	國立中正大學	810302	運動競技學系	D 日	B 學士	130	12	26	10 嘉義縣	1 一般
0013	國立中正大學	999901	通識及共同科目	D 日		0	15	0	10 嘉義縣	1 一般
0013	國立中正大學	999903	軍訓教官	D 日		0	3	0	10 嘉義縣	1 一般
0013	國立中正大學	999905	師資培育中心	D 日		0	6	0	10 嘉義縣	1 一般
0014	國立高雄師範大學	140101	教育學系	D 日	D 博士	89	0	5	50 高雄市	3 師範
0014	國立高雄師範大學	140101	教育學系	D 日	M 碩士	50	0	9	50 高雄市	3 師範
0014	國立高雄師範大學	140101	教育學系	D 日	B 學士	144	17	37	50 高雄市	3 師範
0015	國立彰化師範大學	310506	輔導與諮商學系	D 日	B 學士	340	23	77	07 彰化縣	3 師範
0015	國立彰化師範大學	310506	輔導與諮商學系	N 職	M 碩士	114	0	27	07 彰化縣	3 師範
0015	國立彰化師範大學	310601	地理學系	D 日	D 博士	9	0	1	07 彰化縣	3 師範
0015	國立彰化師範大學	310601	地理學系	D 日	M 碩士	26	0	6	07 彰化縣	3 師範
0015	國立彰化師範大學	310601	地理學系	D 日	B 學士	168	12	44	07 彰化縣	3 師範
0015	國立彰化師範大學	310601	地理學系	N 職	M 碩士	11	0	5	07 彰化縣	3 師範
0015	國立彰化師範大學	340201	會計(與)(資訊)(科技)(系統)學系	D 日	M 碩士	53	0	22	07 彰化縣	3 師範
0015	國立彰化師範大學	340201	會計(與)(資訊)(科技)(系統)學系	D 日	B 學士	359	12	83	07 彰化縣	3 師範
0015	國立彰化師範大學	340201	會計(與)(資訊)(科技)(系統)學系	N 職	M 碩士	63	0	30	07 彰化縣	3 師範
0015	國立彰化師範大學	340301	企業管理學系	D 日	M 碩士	66	0	29	07 彰化縣	3 師範
0015	國立彰化師範大學	340301	企業管理學系	D 日	B 學士	215	12	49	07 彰化縣	3 師範
0015	國立彰化師範大學	460101	數學系	D 日	B 學士	324	18	70	07 彰化縣	3 師範
0017	國立臺北大學	310101	經濟學系	D 日	B 學士	513	28	117	01 新北市	1 一般
0017	國立臺北大學	310101	經濟學系	P 進	B 學士	174	0	36	01 新北市	1 一般
0017	國立臺北大學	310301	社會學系	D 日	M 碩士	32	0	11	01 新北市	1 一般
0017	國立臺北大學	310301	社會學系	D 日	B 學士	186	13	46	01 新北市	1 一般
0017	國立臺北大學	340518	金融與合作經營學系	D 日	B 學士	228	11	64	01 新北市	1 一般
0017	國立臺北大學	340518	金融與合作經營學系	P 進	B 學士	174	0	44	01 新北市	1 一般
0017	國立臺北大學	340701	財政學系	D 日	M 碩士	23	0	12	01 新北市	1 一般
0017	國立臺北大學	340701	財政學系	D 日	B 學士	293	14	67	01 新北市	1 一般
0018	國立嘉義大學	220907	應用歷史學系	D 日	B 學士	201	10	44	20 嘉義市	1 一般
0018	國立嘉義大學	220907	應用歷史學系	N 職	M 碩士	26	0	3	20 嘉義市	1 一般
0018	國立嘉義大學	310102	應用經濟系	D 日	M 碩士	9	0	3	20 嘉義市	1 一般
0018	國立嘉義大學	310102	應用經濟系	D 日	B 學士	206	11	48	20 嘉義市	1 一般
0018	國立嘉義大學	310506	輔導與諮商學系	D 日	M 碩士	112	0	29	20 嘉義市	1 一般
0018	國立嘉義大學	310506	輔導與諮商學系	D 日	B 學士	211	14	56	20 嘉義市	1 一般
0019	國立高雄大學	380101	法律學系	N 職	M 碩士	95	0	21	50 高雄市	1 一般
0019	國立高雄大學	380201	財經法律學系	D 日	M 碩士	37	0	6	50 高雄市	1 一般
0019	國立高雄大學	380201	財經法律學系	D 日	B 學士	175	9	48	50 高雄市	1 一般
0019	國立高雄大學	380201	財經法律學系	N 修	C 二技	130	0	32	50 高雄市	2 技職
0019	國立高雄大學	389901	政治法律學系	D 日	M 碩士	33	0	4	50 高雄市	1 一般
0019	國立高雄大學	389901	政治法律學系	D 日	B 學士	212	9	44	50 高雄市	1 一般
0019	國立高雄大學	520114	資訊工程學系	D 日	B 學士	180	11	37	50 高雄市	1 一般
0031	國立宜蘭大學	520901	環境工程學系	D 日	B 學士	193	11	48	02 宜蘭縣	1 一般
0031	國立宜蘭大學	520901	環境工程學系	P 進	B 學士	90	0	16	02 宜蘭縣	1 一般
0031	國立宜蘭大學	521317	綠色科技學位學程	N 職	M 碩士	23	0	10	02 宜蘭縣	1 一般
0031	國立宜蘭大學	580107	建築與永續規劃研究所	D 日	M 碩士	46	5	7	02 宜蘭縣	1 一般
0031	國立宜蘭大學	620207	生物技術與動物科學系	D 日	D 博士	10	0	2	02 宜蘭縣	1 一般
0031	國立宜蘭大學	620207	生物技術與動物科學系	D 日	M 碩士	59	0	24	02 宜蘭縣	1 一般
0031	國立宜蘭大學	620207	生物技術與動物科學系	D 日	B 學士	388	20	90	02 宜蘭縣	1 一般
0036	國立臺南大學	220308	英語學系	D 日	B 學士	186	7	45	21 臺南市	1 一般
0036	國立臺南大學	220308	英語學系	P 進	B 學士	39	0	40	21 臺南市	1 一般
0036	國立臺南大學	230207	動畫媒體設計研究所	D 日	M 碩士	17	4	11	21 臺南市	1 一般
0036	國立臺南大學	310507	諮商與輔導學系	D 日	M 碩士	59	0	13	21 臺南市	1 一般
0036	國立臺南大學	310507	諮商與輔導學系	D 日	B 學士	173	8	43	21 臺南市	1 一般
1001	東海大學	310301	社會學系	D 日	B 學士	494	13	114	19 臺中市	1 一般
1001	東海大學	380101	法律學系	D 日	D 博士	18	0	2	19 臺中市	1 一般
1001	東海大學	380101	法律學系	D 日	M 碩士	169	0	21	19 臺中市	1 一般
1001	東海大學	380101	法律學系	D 日	B 學士	513	18	130	19 臺中市	1 一般
1001	東海大學	380101	法律學系	P 進	B 學士	202	0	37	19 臺中市	1 一般
1001	東海大學	420103	生命科學系	D 日	D 博士	16	0	1	19 臺中市	1 一般
1001	東海大學	420103	生命科學系	D 日	M 碩士	19	0	10	19 臺中市	1 一般
1001	東海大學	420103	生命科學系	D 日	B 學士	370	17	79	19 臺中市	1 一般
1001	東海大學	440101	化學系	D 日	D 博士	7	0	0	19 臺中市	1 一般
1001	東海大學	440101	化學系	D 日	M 碩士	40	0	23	19 臺中市	1 一般
1001	東海大學	440101	化學系	D 日	B 學士	354	17	96	19 臺中市	1 一般
1001	東海大學	520114	資訊工程學系	D 日	B 學士	510	19	107	19 臺中市	1 一般
1002	輔仁大學	220307	英國語文學系	D 日	B 學士	296	17	62	01 新北市	1 一般
1002	輔仁大學	220307	英國語文學系	P 進	B 學士	487	1	61	01 新北市	1 一般
1002	輔仁大學	220314	法國語文學系	D 日	M 碩士	32	0	7	01 新北市	1 一般
1002	輔仁大學	220314	法國語文學系	D 日	B 學士	268	9	61	01 新北市	1 一般
1002	輔仁大學	220316	德語語文學系	D 日	M 碩士	30	0	3	01 新北市	1 一般
1002	輔仁大學	220316	德語語文學系	D 日	B 學士	276	9	70	01 新北市	1 一般
1002	輔仁大學	221101	哲學系	D 日	B 學士	473	15	87	01 新北市	1 一般
1002	輔仁大學	221101	哲學系	N 職	M 碩士	40	0	13	01 新北市	1 一般
1002	輔仁大學	221101	哲學系	P 進	B 學士	198	0	23	01 新北市	1 一般
1002	輔仁大學	229911	跨文化研究所	D 日	D 博士	48	0	5	01 新北市	1 一般
1002	輔仁大學	229911	跨文化研究所	D 日	M 碩士	119	7	4	01 新北市	1 一般
1002	輔仁大學	229911	跨文化研究所	N 職	M 碩士	74	0	5	01 新北市	1 一般
1002	輔仁大學	230136	品牌與時尚經營管理學位學程	D 日	M 碩士	25	0	7	01 新北市	1 一般
1002	輔仁大學	310101	經濟學系	D 日	M 碩士	18	0	10	01 新北市	1 一般
1002	輔仁大學	310101	經濟學系	D 日	B 學士	534	16	119	01 新北市	1 一般
1002	輔仁大學	310101	經濟學系	P 進	B 學士	412	0	76	01 新北市	1 一般
1002	輔仁大學	380101	法律學系	D 日	B 學士	502	19	128	01 新北市	1 一般
1002	輔仁大學	380101	法律學系	N 職	M 碩士	93	0	13	01 新北市	1 一般
1002	輔仁大學	380101	法律學系	P 進	B 學士	246	0	41	01 新北市	1 一般
1002	輔仁大學	380106	學士後法律學系	D 日	B 學士	127	7	39	01 新北市	1 一般
1002	輔仁大學	380201	財經法律學系	D 日	M 碩士	64	0	6	01 新北市	1 一般
1002	輔仁大學	380201	財經法律學系	D 日	B 學士	273	10	70	01 新北市	1 一般
1002	輔仁大學	420103	生命科學系	D 日	M 碩士	30	0	11	01 新北市	1 一般
1002	輔仁大學	420103	生命科學系	D 日	B 學士	486	14	109	01 新北市	1 一般
1002	輔仁大學	440101	化學系	D 日	D 博士	20	0	3	01 新北市	1 一般
1002	輔仁大學	440101	化學系	D 日	M 碩士	43	0	16	01 新北市	1 一般
1002	輔仁大學	440101	化學系	D 日	B 學士	471	17	100	01 新北市	1 一般
1002	輔仁大學	440301	物理學系	D 日	M 碩士	21	0	8	01 新北市	1 一般
1002	輔仁大學	440301	物理學系	D 日	B 學士	400	12	92	01 新北市	1 一般
1002	輔仁大學	460101	數學系	D 日	M 碩士	22	0	3	01 新北市	1 一般
1002	輔仁大學	460101	數學系	D 日	B 學士	463	14	90	01 新北市	1 一般
1002	輔仁大學	720601	護理學系	D 日	B 學士	430	17	115	01 新北市	1 一般
1002	輔仁大學	720601	護理學系	N 修	C 二技	65	0	24	01 新北市	2 技職
1002	輔仁大學	720613	呼吸治療學系	D 日	B 學士	167	7	31	01 新北市	1 一般
1002	輔仁大學	729910	跨專業長期照護學位學程	N 職	M 碩士	66	0	3	01 新北市	1 一般
1002	輔仁大學	810702	織品服裝學系	D 日	M 碩士	68	0	18	01 新北市	1 一般
1002	輔仁大學	810702	織品服裝學系	D 日	B 學士	"1,047"	24	229	01 新北市	1 一般
1002	輔仁大學	810702	織品服裝學系	N 職	M 碩士	112	0	24	01 新北市	1 一般
1002	輔仁大學	999901	通識及共同科目	D 日		0	7	0	01 新北市	1 一般
1002	輔仁大學	999903	軍訓教官	D 日		0	18	0	01 新北市	1 一般
1002	輔仁大學	999904	護理教師	D 日		0	1	0	01 新北市	1 一般
1002	輔仁大學	999905	師資培育中心	D 日		0	6	0	01 新北市	1 一般
1003	東吳大學	210401	音樂學系	D 日	M 碩士	48	0	10	30 臺北市	1 一般
1003	東吳大學	210401	音樂學系	D 日	B 學士	264	13	56	30 臺北市	1 一般
1003	東吳大學	310501	(應用)心理學系	D 日	B 學士	306	11	58	30 臺北市	1 一般
1003	東吳大學	310710	德國文化學系	D 日	M 碩士	16	0	1	30 臺北市	1 一般
1003	東吳大學	310710	德國文化學系	D 日	B 學士	270	10	53	30 臺北市	1 一般
1003	東吳大學	311017	人權學位學程	D 日	M 碩士	22	0	5	30 臺北市	1 一般
1003	東吳大學	340101	商學系	P 進	B 學士	254	0	78	30 臺北市	1 一般
1003	東吳大學	340201	會計(與)(資訊)(科技)(系統)學系	D 日	M 碩士	63	0	30	30 臺北市	1 一般
1003	東吳大學	340201	會計(與)(資訊)(科技)(系統)學系	D 日	B 學士	"1,040"	28	238	30 臺北市	1 一般
1003	東吳大學	340201	會計(與)(資訊)(科技)(系統)學系	N 職	M 碩士	70	0	29	30 臺北市	1 一般
1003	東吳大學	340301	企業管理學系	D 日	M 碩士	117	0	43	30 臺北市	1 一般
1003	東吳大學	340301	企業管理學系	D 日	B 學士	"1,002"	26	241	30 臺北市	1 一般
1003	東吳大學	340301	企業管理學系	N 職	M 碩士	102	2	32	30 臺北市	1 一般
1003	東吳大學	340408	國際經營與貿易學系	D 日	M 碩士	51	0	16	30 臺北市	1 一般
1003	東吳大學	340408	國際經營與貿易學系	D 日	B 學士	576	16	118	30 臺北市	1 一般
1003	東吳大學	340408	國際經營與貿易學系	N 職	M 碩士	63	0	25	30 臺北市	1 一般
1003	東吳大學	349939	高階(主管)(經營)(企業)管理碩士(EMBA)	N 職	M 碩士	45	0	21	30 臺北市	1 一般
1003	東吳大學	3499A4	巨量資料管理學院學位學程	D 日	B 學士	176	4	0	30 臺北市	1 一般
1003	東吳大學	3499A4	巨量資料管理學院學位學程	N 職	M 碩士	39	0	0	30 臺北市	1 一般
1003	東吳大學	380101	法律學系	D 日	D 博士	28	0	1	30 臺北市	1 一般
1003	東吳大學	380101	法律學系	D 日	M 碩士	334	0	48	30 臺北市	1 一般
1003	東吳大學	380101	法律學系	D 日	B 學士	"1,296"	46	244	30 臺北市	1 一般
1004	中原大學	220304	應用外國語文學系	D 日	B 學士	415	20	98	03 桃園市	1 一般
1004	中原大學	220801	宗教學系	D 日	M 碩士	16	5	5	03 桃園市	1 一般
1004	中原大學	220801	宗教學系	N 職	M 碩士	20	0	6	03 桃園市	1 一般
1004	中原大學	349989	商業及管理類第二專長學位學程	D 日	X 4+X	12	0	0	03 桃園市	1 一般
1004	中原大學	380201	財經法律學系	D 日	M 碩士	125	0	16	03 桃園市	1 一般
1004	中原大學	380201	財經法律學系	D 日	B 學士	536	16	106	03 桃園市	1 一般
1004	中原大學	380201	財經法律學系	N 職	M 碩士	64	0	14	03 桃園市	1 一般
1004	中原大學	389989	法律類第二專長學位學程	D 日	X 4+X	39	0	0	03 桃園市	1 一般
1004	中原大學	520114	資訊工程學系	D 日	M 碩士	70	0	20	03 桃園市	1 一般
1004	中原大學	520114	資訊工程學系	D 日	B 學士	444	15	73	03 桃園市	1 一般
1004	中原大學	520114	資訊工程學系	N 職	M 碩士	12	0	4	03 桃園市	1 一般
1004	中原大學	520126	(光電與)通訊(工程)學系	D 日	M 碩士	22	0	19	03 桃園市	1 一般
1004	中原大學	520196	電機(資訊)學院	D 日	B 學士	148	0	27	03 桃園市	1 一般
1004	中原大學	520201	(動力)機械工程學系	D 日	D 博士	45	0	2	03 桃園市	1 一般
1004	中原大學	520201	(動力)機械工程學系	D 日	M 碩士	108	0	45	03 桃園市	1 一般
1004	中原大學	520201	(動力)機械工程學系	D 日	B 學士	681	20	152	03 桃園市	1 一般
1004	中原大學	520201	(動力)機械工程學系	N 職	M 碩士	64	0	19	03 桃園市	1 一般
1004	中原大學	520288	機械類產業研發專班	D 日	M 碩士	16	0	5	03 桃園市	1 一般
1004	中原大學	520301	土木工程學系	D 日	D 博士	7	0	3	03 桃園市	1 一般
1004	中原大學	520301	土木工程學系	D 日	M 碩士	41	0	26	03 桃園市	1 一般
1004	中原大學	520301	土木工程學系	D 日	B 學士	743	17	132	03 桃園市	1 一般
1004	中原大學	520401	化學工程學系	D 日	D 博士	12	0	2	03 桃園市	1 一般
1004	中原大學	520401	化學工程學系	D 日	M 碩士	92	0	40	03 桃園市	1 一般
1004	中原大學	520401	化學工程學系	D 日	B 學士	681	23	143	03 桃園市	1 一般
1004	中原大學	520401	化學工程學系	N 職	M 碩士	1	0	1	03 桃園市	1 一般
1004	中原大學	520514	奈米科技(暨)(微系統工程)研究所	D 日	M 碩士	22	0	3	03 桃園市	1 一般
1004	中原大學	520611	工業與系統工程學系	D 日	D 博士	48	0	5	03 桃園市	1 一般
1004	中原大學	520611	工業與系統工程學系	D 日	M 碩士	92	0	53	03 桃園市	1 一般
1004	中原大學	520611	工業與系統工程學系	D 日	B 學士	657	19	137	03 桃園市	1 一般
1004	中原大學	520611	工業與系統工程學系	N 職	M 碩士	56	0	29	03 桃園市	1 一般
1004	中原大學	520901	環境工程學系	D 日	M 碩士	37	0	9	03 桃園市	1 一般
1004	中原大學	520901	環境工程學系	D 日	B 學士	229	9	52	03 桃園市	1 一般
1004	中原大學	520901	環境工程學系	N 職	M 碩士	24	0	0	03 桃園市	1 一般
1004	中原大學	521108	生物醫學工程學系	D 日	D 博士	27	0	1	03 桃園市	1 一般
1004	中原大學	521108	生物醫學工程學系	D 日	M 碩士	76	0	36	03 桃園市	1 一般
1004	中原大學	521108	生物醫學工程學系	D 日	B 學士	447	14	93	03 桃園市	1 一般
1005	淡江大學	220309	英文學系	D 日	B 學士	826	39	210	01 新北市	1 一般
1005	淡江大學	220309	英文學系	P 進	B 學士	222	0	38	01 新北市	1 一般
1005	淡江大學	220314	法國語文學系	D 日	M 碩士	16	0	5	01 新北市	1 一般
1005	淡江大學	220314	法國語文學系	D 日	B 學士	553	16	125	01 新北市	1 一般
1005	淡江大學	220315	德國語文學系	D 日	B 學士	296	7	63	01 新北市	1 一般
1005	淡江大學	220318	西班牙語文學系	D 日	M 碩士	22	0	2	01 新北市	1 一般
1005	淡江大學	220318	西班牙語文學系	D 日	B 學士	587	15	126	01 新北市	1 一般
1005	淡江大學	220320	日本語文學系	D 日	M 碩士	47	0	13	01 新北市	1 一般
1005	淡江大學	220320	日本語文學系	D 日	B 學士	945	34	208	01 新北市	1 一般
1005	淡江大學	220320	日本語文學系	N 職	M 碩士	39	0	1	01 新北市	1 一般
1005	淡江大學	220320	日本語文學系	N 修	C 二技	40	0	24	01 新北市	2 技職
1005	淡江大學	220320	日本語文學系	P 進	B 學士	289	0	60	01 新北市	1 一般
1005	淡江大學	220323	俄國語文學系	D 日	B 學士	259	8	50	01 新北市	1 一般
1005	淡江大學	220342	英美語言文化學系	D 日	B 學士	190	7	45	01 新北市	1 一般
1005	淡江大學	520114	資訊工程學系	D 日	D 博士	29	0	1	01 新北市	1 一般
1005	淡江大學	520114	資訊工程學系	D 日	M 碩士	106	0	41	01 新北市	1 一般
1005	淡江大學	520114	資訊工程學系	D 日	B 學士	765	28	179	01 新北市	1 一般
1005	淡江大學	520114	資訊工程學系	N 職	M 碩士	38	0	15	01 新北市	1 一般
1005	淡江大學	520114	資訊工程學系	P 進	B 學士	124	0	27	01 新北市	1 一般
1006	中國文化大學	221101	哲學系	D 日	B 學士	184	12	39	30 臺北市	1 一般
1006	中國文化大學	230202	(應用)數位媒體(應用)學系	P 進	B 學士	213	6	34	30 臺北市	1 一般
1006	中國文化大學	310101	經濟學系	D 日	D 博士	1	0	2	30 臺北市	1 一般
1006	中國文化大學	310101	經濟學系	D 日	M 碩士	14	0	3	30 臺北市	1 一般
1006	中國文化大學	310101	經濟學系	D 日	B 學士	455	14	93	30 臺北市	1 一般
1006	中國文化大學	310201	政治學系	D 日	D 博士	44	0	4	30 臺北市	1 一般
1006	中國文化大學	310201	政治學系	D 日	M 碩士	24	0	4	30 臺北市	1 一般
1006	中國文化大學	310201	政治學系	D 日	B 學士	217	11	51	30 臺北市	1 一般
1007	逢甲大學	310113	合作經濟暨社會事業經營學系	D 日	B 學士	251	10	0	19 臺中市	1 一般
1007	逢甲大學	310113	合作經濟暨社會事業經營學系	N 職	M 碩士	5	0	0	19 臺中市	1 一般
1007	逢甲大學	310806	公共政策研究所	D 日	M 碩士	15	8	3	19 臺中市	1 一般
1007	逢甲大學	310806	公共政策研究所	N 職	M 碩士	89	0	40	19 臺中市	1 一般
1007	逢甲大學	340101	商學系	D 日	D 博士	107	0	9	19 臺中市	1 一般
1007	逢甲大學	340101	商學系	P 進	B 學士	605	0	105	19 臺中市	1 一般
1007	逢甲大學	340703	財稅學系	D 日	M 碩士	21	0	15	19 臺中市	1 一般
1007	逢甲大學	340703	財稅學系	D 日	B 學士	460	12	119	19 臺中市	1 一般
1007	逢甲大學	340703	財稅學系	N 職	M 碩士	1	0	9	19 臺中市	1 一般
1007	逢甲大學	340801	行銷(管理)學系	D 日	B 學士	546	12	113	19 臺中市	1 一般
1007	逢甲大學	340826	物流供應鏈管理與創新創業雙學位學程	D 日	M 碩士	5	0	0	19 臺中市	1 一般
1007	逢甲大學	340829	商學與創新學位學程	D 日	B 學士	51	0	0	19 臺中市	1 一般
